Status,Laptop,Brand,Model,CPU,GPU,RAM,Storage,Storage type,Screen,Touch,CPU_score,GPU_score,Final Price
New,MSI Katana GF66 12UGS-663XES,MSI,Katana,Intel Core i7-12700H,RTX 3070,16,1000,SSD,15.6,0,25766.0,22238.0,36288615.0
New,MSI Katana GF66,MSI,Katana,Intel Core i7-11800H,RTX 3050,16,512,SSD,15.6,0,20086.0,9466.0,24749175.0
New,MSI Katana GF76 12UGS-448XES,MSI,Katana,Intel Core i7-12700H,RTX 3070,16,512,SSD,17.3,0,25766.0,22238.0,38005110.0
New,MSI Modern 15 A11M-1050XES,MSI,Modern,Intel Core i7-1195G7,Intel Iris Xe Graphics,16,512,SSD,15.6,0,10549.0,2657.0,20033640.0
New,MSI Prestige 14 A12UC-047ES,MSI,Prestige,Intel Core i7-1280P,RTX 3050,16,1000,SSD,14.0,0,20311.0,9466.0,28577835.0
New,MSI Raider GE78HX 13VI-201ES,MSI,Raider,Intel Core i7-13700H,RTX 4090,32,1000,SSD,17.0,0,26456.0,38262.0,63762600.0
Refurbished,MSI Stealth 15M B12UE-019ES,MSI,Stealth,Intel Core i7-1280P,RTX 3060,16,1000,SSD,15.6,0,20311.0,16840.0,29683500.0
New,MSI Stealth GS77 12UHS-086ES,MSI,Stealth,Intel Core i7-12700H,RTX 3080,32,1000,SSD,17.3,0,25766.0,25128.0,60456660.0
New,MSI Summit E14 Evo A12M-084ES,MSI,Summit,Intel Core i7-1280P,Intel Iris Xe Graphics,32,1000,SSD,14.0,0,20311.0,2657.0,28197840.0
Refurbished,MSI Summit E16 Flip A12UDT-001ES,MSI,Summit,Intel Core i7-1280P,RTX 3050,32,1000,SSD,16.0,1,20311.0,9466.0,37933500.0
New,MSI Titan GT77 HX 13VI-007ES,MSI,Titan,Intel Core i9-13980HX,RTX 4090,64,2000,SSD,17.3,0,46648.0,38262.0,82386315.0
New,MSI WS63 8SL-013ES Vpro,MSI,WS63,Intel Core i7-8850H,Intel UHD Graphics 630,32,1000,SSD,15.6,0,10168.0,1236.0,64358250.0
New,Medion Akoya E15301,Medion,Akoya,AMD Ryzen 3 3200U,AMD Radeon Vega 3 Graphics,8,256,SSD,15.6,0,3751.0,889.0,6102525.0
New,Medion Akoya E15301,Medion,Akoya,AMD Ryzen 5 3500U,AMD Radeon Vega 8 Graphics,8,256,SSD,15.6,0,6868.0,1577.0,6599835.0
New,Medion Akoya E15303 MD62129,Medion,Akoya,AMD Ryzen 5 3500U,AMD Radeon Vega 8 Graphics,8,256,SSD,15.6,0,6868.0,1577.0,10954350.0
New,Medion Akoya E3221,Medion,Akoya,Intel Celeron N4020,Intel UHD Graphics 600,4,64,eMMC,13.3,0,1546.0,317.0,7769190.0
New,Medion Akoya E4251,Medion,Akoya,Intel Celeron N4020,Intel UHD Graphics 600,4,128,SSD,14.0,0,1546.0,317.0,4413585.0
New,Medion Akoya E6247,Medion,Akoya,Intel Celeron N4020,Intel UHD Graphics 600,8,256,SSD,15.6,0,1546.0,317.0,6735960.0
New,Medion Akoya S15449,Medion,Akoya,Intel Core i5-1135G7,Intel Iris Xe Graphics,8,512,SSD,15.6,0,9564.0,2657.0,9872115.0
New,Medion Akoya S15449-MD61991,Medion,Akoya,Intel Core i5-1135G7,Intel Iris Xe Graphics,8,512,SSD,15.6,0,9564.0,2657.0,11069025.0
New,Microsoft Surface Go 2,Microsoft,Surface Go,Intel Core M3-8100Y,Intel UHD Graphics 615,8,128,SSD,10.5,1,2778.0,722.0,18936555.0
New,Microsoft Surface Go 3 Business 4G LTE,Microsoft,Surface Go,Intel Core i3-10100Y,Intel UHD Graphics,8,256,SSD,10.5,1,2876.0,1495.0,17028000.0
New,Microsoft Surface Go 3 Business 4G LTE,Microsoft,Surface Go,Intel Core i3-10100Y,Intel UHD Graphics,8,256,SSD,10.5,1,2876.0,1495.0,15803865.0
New,Microsoft Surface Go 3,Microsoft,Surface Go,Intel Core i3-10100Y,Intel UHD Graphics,8,128,SSD,10.5,1,2876.0,1495.0,13332000.0
New,Microsoft Surface Go 3,Microsoft,Surface Go,Intel Core i3-10100Y,Intel UHD Graphics,8,128,SSD,10.5,1,2876.0,1495.0,14256000.0
New,Microsoft Surface Laptop 4 Negro,Microsoft,Surface Laptop,Intel Core i5-1145G7,Intel Iris Xe Graphics,16,512,SSD,13.5,1,9513.0,2657.0,33396825.0
New,Microsoft Surface Laptop 4 Negro,Microsoft,Surface Laptop,Intel Core i5-1145G7,Intel Iris Xe Graphics,8,256,SSD,13.5,1,9513.0,2657.0,15703710.0
New,Microsoft Surface Laptop 4 Negro,Microsoft,Surface Laptop,Intel Core i5-1145G7,Intel Iris Xe Graphics,8,512,SSD,13.5,1,9513.0,2657.0,27522000.0
New,Microsoft Surface Laptop 4 Negro,Microsoft,Surface Laptop,Intel Core i7-1185G7,Intel Iris Xe Graphics,8,512,SSD,15.0,1,10178.0,2657.0,20644635.0
New,Microsoft Surface Laptop 4 Platino,Microsoft,Surface Laptop,AMD Ryzen 7 4980U,AMD Radeon Graphics,8,256,SSD,15.0,1,17469.0,1527.0,27217410.0
New,Microsoft Surface Laptop 4 Platino,Microsoft,Surface Laptop,Intel Core i5-1145G7,Intel Iris Xe Graphics,16,512,SSD,13.5,1,9513.0,2657.0,61840515.0
New,Microsoft Surface Laptop 4 Platino,Microsoft,Surface Laptop,Intel Core i5-1145G7,Intel Iris Xe Graphics,8,256,SSD,13.5,1,9513.0,2657.0,15644310.0
New,Microsoft Surface Laptop 5 Alcántara,Microsoft,Surface Laptop,Intel Evo Core i5-1245U,Intel Iris Xe Graphics,16,512,SSD,13.5,1,13263.0,2657.0,30473025.0
New,Microsoft Surface Laptop 5 Alcántara,Microsoft,Surface Laptop,Intel Evo Core i5-1245U,Intel Iris Xe Graphics,8,256,SSD,13.5,1,13263.0,2657.0,21804255.0
New,Microsoft Surface Laptop 5 Alcántara,Microsoft,Surface Laptop,Intel Evo Core i5-1245U,Intel Iris Xe Graphics,8,512,SSD,13.5,1,13263.0,2657.0,26008455.0
New,Microsoft Surface Laptop 5 Alcántara,Microsoft,Surface Laptop,Intel Evo Core i7-1265U,Intel Iris Xe Graphics,16,512,SSD,13.5,1,13442.0,2657.0,33374550.0
New,Microsoft Surface Laptop 5 Negro,Microsoft,Surface Laptop,Intel Evo Core i5-1245U,Intel Iris Xe Graphics,8,512,SSD,13.5,1,13263.0,2657.0,26008455.0
New,Microsoft Surface Laptop 5 Negro,Microsoft,Surface Laptop,Intel Evo Core i7-1265U,Intel Iris Xe Graphics,16,256,SSD,15.0,1,13442.0,2657.0,38149650.0
New,Microsoft Surface Laptop 5 Negro,Microsoft,Surface Laptop,Intel Evo Core i7-1265U,Intel Iris Xe Graphics,16,512,SSD,13.5,1,13442.0,2657.0,33374550.0
New,Microsoft Surface Laptop 5 Platino,Microsoft,Surface Laptop,Intel Evo Core i7-1255U,Intel Iris Xe Graphics,8,256,SSD,15.0,1,13289.0,2657.0,27373335.0
New,Microsoft Surface Laptop 5 Platino,Microsoft,Surface Laptop,Intel Evo Core i7-1265U,Intel Iris Xe Graphics,16,256,SSD,15.0,1,13442.0,2657.0,34708575.0
New,Microsoft Surface Laptop 5 Platino,Microsoft,Surface Laptop,Intel Evo Core i7-1265U,Intel Iris Xe Graphics,16,512,SSD,15.0,1,13442.0,2657.0,35481270.0
New,Microsoft Surface Laptop 5 Platino,Microsoft,Surface Laptop,Intel Evo Core i7-1265U,Intel Iris Xe Graphics,8,512,SSD,15.0,1,13442.0,2657.0,30331785.0
New,Microsoft Surface Laptop Go 2,Microsoft,Surface Laptop,Intel Core i5-1135G7,Intel Iris Xe Graphics,8,128,SSD,12.4,1,9564.0,2657.0,13596000.0
New,Microsoft Surface Laptop Go,Microsoft,Surface Laptop,Intel Core i5-1035G1,Intel UHD Graphics,4,64,eMMC,12.4,1,7233.0,1495.0,11333520.0
New,Microsoft Surface Laptop Go,Microsoft,Surface Laptop,Intel Core i5-1035G1,Intel UHD Graphics,8,256,SSD,12.4,1,7233.0,1495.0,18714465.0
New,Microsoft Surface Laptop Studio,Microsoft,Surface Laptop,Intel Core i7-11370H,RTX 3050,16,512,SSD,14.4,1,11646.0,9466.0,37365075.0
New,Microsoft Surface Pro 7,Microsoft,Surface Pro,Intel Core i7-1065G7,Intel Iris Plus Graphics G7,16,256,SSD,12.3,0,8205.0,2300.0,27208500.0
New,Microsoft Surface Pro 7,Microsoft,Surface Pro,Intel Core i7-1065G7,Intel Iris Plus Graphics G7,16,512,SSD,12.3,0,8205.0,2300.0,34633500.0
Refurbished,Microsoft Surface Pro 7+,Microsoft,Surface Pro,Intel Core i5-1135G7,Intel Iris Xe Graphics,8,128,SSD,12.3,1,9564.0,2657.0,16664835.0
New,Microsoft Surface Pro 7+,Microsoft,Surface Pro,Intel Evo Core i7-1165G7,Intel Iris Xe Graphics,16,1000,SSD,12.3,1,10011.0,2657.0,46901250.0
New,Microsoft Surface Pro 8 4G LTE,Microsoft,Surface Pro,Intel Core i5-1145G7,Intel Iris Xe Graphics,16,512,SSD,13.0,1,9513.0,2657.0,31630335.0
New,Microsoft Surface Pro 8 4G LTE,Microsoft,Surface Pro,Intel Evo Core i5-1145G7,Intel Iris Xe Graphics,8,256,SSD,13.0,1,9513.0,2657.0,23017170.0
New,Microsoft Surface Pro 8 4G LTE,Microsoft,Surface Pro,Intel Evo Core i7-1185G7,Intel Iris Xe Graphics,16,256,SSD,13.0,1,10178.0,2657.0,31312380.0
New,Microsoft Surface Pro 8,Microsoft,Surface Pro,Intel Core i7-1185G7,Intel Iris Xe Graphics,16,256,SSD,13.0,1,10178.0,2657.0,28462335.0
New,Microsoft Surface Pro 8,Microsoft,Surface Pro,Intel Evo Core i5-1145G7,Intel Iris Xe Graphics,8,128,SSD,13.0,1,9513.0,2657.0,26103000.0
New,Microsoft Surface Pro 8,Microsoft,Surface Pro,Intel Evo Core i7-1185G7,Intel Iris Xe Graphics,16,256,SSD,13.0,1,10178.0,2657.0,24215070.0
New,Microsoft Surface Pro X,Microsoft,Surface Pro,Microsoft SQ1,Microsoft SQ1 Adreno,16,512,SSD,13.0,1,5971.0,975.0,39704775.0
New,Millenium AURELION ML3,Millenium,AURELION,Intel Core i7-9750H,GTX 1660,16,500,SSD,15.6,0,10705.0,11659.0,27076170.0
New,Millenium AZIR ML3,Millenium,AZIR,Intel Core i7-9750H,RTX 2070,16,500,SSD,15.6,0,10705.0,16101.0,38159715.0
New,Msi Prestige 14 Evo A12M-22,MSI,Prestige,Intel Core i5-1240P,Intel Iris Xe Graphics,16,512,SSD,14.0,0,16671.0,2657.0,16994835.0
New,Primux IoxBook K15,Primux,Ioxbook,Intel Core i5-1135G7,Intel Iris Xe Graphics,8,512,SSD,15.6,0,9564.0,2657.0,7234590.0
New,Primux Ioxbook K15,Primux,Ioxbook,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934.0,1495.0,5713620.0
New,Razer Blade 17 QHD 240Hz,Razer,Blade,Intel Core i7-12800H,RTX 3060,16,1000,SSD,17.3,0,24504.0,16840.0,51149670.0
New,Realme Book Prime,Realme,Book Prime,Intel Core i5-11320H,Intel Iris Xe Graphics,8,512,SSD,14.0,0,10884.0,2657.0,16483500.0
New,Samsung Chromebook 2,Samsung,Chromebook,Intel Celeron N4500,Intel UHD Graphics,4,64,eMMC,12.4,1,1882.0,1495.0,8229045.0
New,Thomson NEO Z3,Thomson,Go,Snapdragon 850,Adreno 630,8,256,SSD,13.0,0,2946.0,282.0,7203240.0
New,Toshiba Tecra A40-J-15b,Toshiba,Tecra,Intel Core i3-1125G4,Intel UHD Graphics,8,256,SSD,14.0,0,9413.0,1495.0,13183500.0
New,Vant Edge 3,Vant,Edge,Intel Core i7-1255U,Intel Iris Xe Graphics,16,500,SSD,14.0,0,13289.0,2657.0,18529500.0
New,Vant Edge 3,Vant,Edge,Intel Core i7-1255U,Intel Iris Xe Graphics,16,1000,SSD,14.0,0,13289.0,2657.0,19173000.0
New,Vant Edge 3,Vant,Edge,Intel Core i7-1255U,Intel Iris Xe Graphics,16,1000,SSD,14.0,0,13289.0,2657.0,19173000.0
New,Vant Edge 3,Vant,Edge,Intel Core i7-1255U,Intel Iris Xe Graphics,16,500,SSD,14.0,0,13289.0,2657.0,18529500.0
New,Vant Edge 3,Vant,Edge,Intel Core i7-1255U,Intel Iris Xe Graphics,40,1000,SSD,14.0,0,13289.0,2657.0,20080665.0
New,Vant Edge 3,Vant,Edge,Intel Core i7-1255U,Intel Iris Xe Graphics,40,1000,SSD,14.0,0,13289.0,2657.0,20080665.0
New,Vant Edge,Vant,Edge,Intel Core i5-10210U,Intel UHD Graphics,16,500,SSD,14.0,0,6136.0,1495.0,16401000.0
New,Vant Edge,Vant,Edge,Intel Core i7-10510U,Intel UHD Graphics,16,500,SSD,14.0,0,6492.0,1495.0,18529500.0
New,Vant Edge,Vant,Edge,Intel Core i7-10510U,Intel UHD Graphics,16,500,SSD,14.0,0,6492.0,1495.0,18529500.0
New,Vant Moove3-14,Vant,Moove,Intel Core i5-1135G7,Intel Iris Xe Graphics,8,500,SSD,14.0,0,9564.0,2657.0,10428000.0
Refurbished,ASUS Chromebook C433TA-AJ0336,Asus,Chromebook,Intel Core m3-8100Y,Intel UHD Graphics 615,8,64,eMMC,14.0,1,2778.0,722.0,9058500.0
Refurbished,ASUS F415EA-EK113T,Asus,F415EA,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,14.0,0,5934.0,1495.0,8233500.0
Refurbished,ASUS F515EA-BQ131T,Asus,F515,Intel Core i5-1135G7,Intel Iris Xe Graphics,8,512,SSD,15.6,0,9564.0,2657.0,8579835.0
Refurbished,ASUS F515EA-BQ1765W,Asus,F515,Intel Core i5-1135G7,Intel Iris Xe Graphics,8,512,SSD,15.6,0,9564.0,2657.0,9883500.0
Refurbished,ASUS F515EA-BQ2036W,Asus,F515,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934.0,1495.0,7903500.0
Refurbished,ASUS F515EA-BQ2037W,Asus,F515,Intel Core i5-1135G7,Intel Iris Xe Graphics,8,512,SSD,15.6,0,9564.0,2657.0,9883500.0
Refurbished,ASUS F515EA-EJ2198W,Asus,F515,Intel Core i7-1165G7,Intel Iris Xe Graphics,16,512,SSD,15.6,0,10011.0,2657.0,12358500.0
Refurbished,ASUS F515JA-BQ2315W,Asus,F515,Intel Core i5-1035G1,Intel UHD Graphics,8,512,SSD,15.6,0,7233.0,1495.0,10873500.0
Refurbished,ASUS P1411CEA-BV688X,Asus,G7,Intel Core i5-1135G7,Intel Iris Xe Graphics,8,256,SSD,14.0,0,9564.0,2657.0,9388500.0
Refurbished,ASUS P1511CEA-BR1797X,Asus,BR,Intel Core i5-1135G7,Intel Iris Xe Graphics,16,512,SSD,15.6,0,9564.0,2657.0,10708500.0
Refurbished,ASUS ROG Flow Z13 2022 GZ301ZE-LD219W,Asus,ROG,Intel Core i9-12900H,RTX 3050,16,1000,SSD,13.4,1,27500.0,9466.0,65983500.0
Refurbished,ASUS ROG Strix G15 G513IC-HN004W,Asus,ROG,AMD Ryzen 7 4800H,RTX 3050,16,512,SSD,15.6,0,18279.0,9466.0,15658500.0
Refurbished,ASUS ROG Strix G15 G513RS-HQ018W,Asus,ROG,AMD Ryzen 9 6900HX,RTX 3080,32,1000,SSD,15.6,0,24406.0,25128.0,51133500.0
Refurbished,ASUS ROG Strix G17 G713RM-LL009,Asus,ROG,AMD Ryzen 7 6800H,RTX 3060,32,1000,SSD,17.3,0,23136.0,16840.0,34633500.0
Refurbished,ASUS ROG Strix G17 G713RW-LL009,Asus,ROG,AMD Ryzen 9 6900HX,RTX 3070,32,1000,SSD,17.3,0,24406.0,22238.0,46183500.0
Refurbished,ASUS ROG Strix G17 G713RW-LL088,Asus,ROG,AMD Ryzen 9 6900HX,RTX 3070,32,1000,SSD,17.3,0,24406.0,22238.0,38828460.0
Refurbished,ASUS ROG Strix SCAR 17 G733ZW-LL103W,Asus,ROG,Intel Core i9-12900H,RTX 3070,32,1000,SSD,17.3,0,27500.0,22238.0,49483500.0
Refurbished,ASUS ROG Zephyrus Duo 16 GX650RX-LO162W,Asus,ROG,AMD Ryzen 9 6900HX,RTX 3080,64,4000,SSD,16.0,0,24406.0,25128.0,65983500.0
Refurbished,ASUS ROG Zephyrus G15 GA503QM-HQ019T,Asus,ROG,AMD Ryzen 9 5900HS,RTX 3060,32,1000,SSD,15.6,0,21395.0,16840.0,26399670.0
Refurbished,ASUS ROG Zephyrus G15 GA503RS-HB054W,Asus,ROG,AMD Ryzen 9 6900HS,RTX 3080,32,1000,SSD,15.6,0,23237.0,25128.0,31167510.0
Refurbished,ASUS ROG Zephyrus M16 GU603ZX-K8017W,Asus,ROG,Intel Core i9-12900H,RTX 3080,32,2000,SSD,16.0,0,27500.0,25128.0,65983500.0
Refurbished,ASUS TUF Gaming A15 FA507RM-HN003,Asus,TUF,AMD Ryzen 7 6800H,RTX 3060,16,1000,SSD,15.6,0,23136.0,16840.0,29683500.0
Refurbished,ASUS TUF Gaming F15 FX506HEB-HN187,Asus,TUF,Intel Core i5-11400H,RTX 3050,16,512,SSD,15.6,0,15398.0,9466.0,19783500.0
Refurbished,ASUS TUF Gaming F17 FX706HM-HX059,Asus,TUF,Intel Core i7-11800H,RTX 3060,32,1000,SSD,17.3,0,20086.0,16840.0,29683500.0
Refurbished,ASUS VivoBook 15 K513EA-BQ1791T,Asus,VivoBook,Intel Core i5-1135G7,Intel Iris Xe Graphics,16,512,SSD,15.6,0,9564.0,2657.0,12358500.0
Refurbished,ASUS VivoBook F1500EA-EJ2647,Asus,VivoBook,Intel Core i5-1135G7,Intel Iris Xe Graphics,8,256,SSD,15.6,0,9564.0,2657.0,9883500.0
Refurbished,ASUS Vivobook 15 K513EA-BQ1791,Asus,VivoBook,Intel Core i5-1135G7,Intel Iris Xe Graphics,16,512,SSD,15.6,0,9564.0,2657.0,11533500.0
Refurbished,ASUS ZenBook 14 UM425QA-KI174W,Asus,ZenBook,AMD Ryzen 7 5800H,AMD Radeon Graphics,16,512,SSD,14.0,0,20856.0,2736.0,18133500.0
Refurbished,ASUS Zenbook 14 UM425UAZ-AM008T,Asus,ZenBook,AMD Ryzen 7 5700U,AMD Radeon Graphics,16,512,SSD,14.0,0,15676.0,2241.0,10049160.0
Refurbished,Acer Aspire 3 A315-23-R90Q,Acer,Aspire,AMD Ryzen 7 3700U,AMD Radeon Vega 10 Graphics,8,512,SSD,15.6,0,7099.0,1544.0,11533500.0
Refurbished,Acer Aspire 3 A315-34-C92E,Acer,Aspire,Intel Celeron N4020,Intel UHD Graphics 600,4,128,SSD,15.6,0,1546.0,317.0,4358310.0
Refurbished,Acer Aspire 3 A315-56-304W,Acer,Aspire,Intel Core i3-1005G1,Intel UHD Graphics,8,256,SSD,15.6,0,4864.0,1495.0,5229510.0
Refurbished,Acer Aspire 3 A315-56-52KD,Acer,Aspire,Intel Core i5-1035G1,Intel UHD Graphics,12,512,SSD,15.6,0,7233.0,1495.0,7875120.0
Refurbished,Acer Aspire 3 A315-56-57QZ,Acer,Aspire,Intel Core i5-1035G1,Intel UHD Graphics,12,512,SSD,15.6,0,7233.0,1495.0,6162585.0
Refurbished,Acer Aspire 3 A315-56-58CJ,Acer,Aspire,Intel Core i5-1035G1,Intel UHD Graphics,12,256,SSD,15.6,0,7233.0,1495.0,6455460.0
Refurbished,Acer Aspire 3 A315-56-75WC,Acer,Aspire,Intel Core i7-1065G7,Intel Iris Plus Graphics G7,8,512,SSD,15.6,0,8205.0,2300.0,7851195.0
Refurbished,Acer Aspire 3 A315-58-39L1,Acer,Aspire,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934.0,1495.0,9388500.0
New,Acer Aspire 3 A315-59-56GV,Acer,Aspire,Intel Core i5-1235U,Intel Iris Xe Graphics,8,512,SSD,15.6,0,12993.0,2657.0,13381335.0
Refurbished,Acer Aspire 5 A514-53-37D2,Acer,Aspire,Intel Core i3-1005G1,Intel UHD Graphics,8,512,SSD,14.0,0,4864.0,1495.0,5514960.0
Refurbished,Acer Aspire 5 A515-54-735N,Acer,Aspire,Intel Core i7-10510U,Intel UHD Graphics,8,512,SSD,15.6,0,6492.0,1495.0,9749520.0
Refurbished,Acer Chromebook 314 CB314-1HT-C2D1,Acer,Chromebook,Intel Celeron N4020,Intel UHD Graphics 600,8,128,eMMC,14.0,1,1546.0,317.0,7408500.0
Refurbished,Acer Chromebook 315,Acer,Chromebook,Intel Celeron N4020,Intel UHD Graphics 600,8,128,eMMC,15.6,0,1546.0,317.0,6583500.0
Refurbished,Acer ConceptD 3 CN316-73G-75GM,Acer,ConceptD,Intel Core i7-11800H,RTX 3050,16,512,SSD,16.0,0,20086.0,9466.0,31333500.0
Refurbished,Acer Extensa 15 EX215-52-78J5,Acer,Extensa,Intel Core i7-1065G7,Intel Iris Plus Graphics G7,8,512,SSD,15.6,0,8205.0,2300.0,6989070.0
Refurbished,Acer Nitro 5 AN515-44-R9E2,Acer,Nitro,AMD Ryzen 7 4800H,GTX 1650,16,512,SSD,15.6,0,18279.0,7878.0,11063745.0
Refurbished,Acer Nitro 5 AN515-55-598S,Acer,Nitro,Intel Core i5-10300H,GTX 1650,8,256,SSD,15.6,0,8283.0,7878.0,7880235.0
Refurbished,Acer Nitro 5 AN515-55-72GW,Acer,Nitro,Intel Core i7-10750H,GTX 1650,16,512,SSD,15.6,0,11662.0,7878.0,11141460.0
Refurbished,Acer Nitro 5 AN515-57-505V,Acer,Nitro,Intel Core i5-11400H,RTX 3050,16,512,SSD,15.6,0,15398.0,9466.0,11000385.0
Refurbished,Acer Nitro 5 AN515-57-73QK,Acer,Nitro,Intel Core i7-11800H,RTX 3050,16,512,SSD,15.6,0,20086.0,9466.0,14618010.0
Refurbished,Acer Nitro 5 AN515-57-75M9,Acer,Nitro,Intel Core i7-11800H,RTX 3050,16,512,SSD,15.6,0,20086.0,9466.0,19783500.0
Refurbished,Acer Nitro 5 AN515-58-730H,Acer,Nitro,Intel Core i7-12700H,RTX 3060,16,1000,SSD,15.6,0,25766.0,16840.0,26383500.0
Refurbished,Acer Nitro 5 AN517-41-R37U,Acer,Nitro,AMD Ryzen 7 5800H,RTX 3070,16,1000,SSD,17.3,0,20856.0,22238.0,20041395.0
Refurbished,Acer Nitro 5 AN517-52-73SP,Acer,Nitro,Intel Core i7-10750H,RTX 3060,16,1000,SSD,17.3,0,11662.0,16840.0,15939660.0
Refurbished,Acer Porsche Design Book RS AP714-51T,Acer,Book,Intel Evo Core i5-1135G7,Intel Iris Xe Graphics,8,512,SSD,14.0,1,9564.0,2657.0,24733500.0
Refurbished,Acer Predator Helios 300 PH315-53-72T7,Acer,Predator,Intel Core i7-10750H,RTX 3060,16,1000,SSD,15.6,0,11662.0,16840.0,15091560.0
Refurbished,Acer Predator Helios 300 PH315-54-76XV,Acer,Predator,Intel Core i7-11800H,RTX 3060,16,1000,SSD,15.6,0,20086.0,16840.0,18121785.0
Refurbished,Acer Predator Helios 300 PH315-54-784L,Acer,Predator,Intel Core i7-11800H,RTX 3070,32,1000,SSD,15.6,0,20086.0,22238.0,22187385.0
Refurbished,Acer Predator Triton 500 SE PT516-51s-74PZ,Acer,Predator,Intel Core i7-11800H,RTX 3060,32,1000,SSD,16.0,0,20086.0,16840.0,28892985.0
Refurbished,Apple MacBook Air,Apple,MacBook Air,Intel Core i3-1000NG4,Intel Iris Plus Graphics G4,8,256,SSD,13.3,0,3545.0,2100.0,11715000.0
Refurbished,Apple MacBook Air,Apple,MacBook Air,Intel Core i3-1000NG4,Intel Iris Plus Graphics G4,8,256,SSD,13.3,0,3545.0,2100.0,12001605.0
Refurbished,Apple MacBook Air,Apple,MacBook Air,Intel Core i3-1000NG4,Intel Iris Plus Graphics G4,8,256,SSD,13.3,0,3545.0,2100.0,12661935.0
Refurbished,Apple MacBook Air,Apple,MacBook Air,Intel Core i5-8210Y,Intel UHD Graphics 617,8,128,SSD,13.3,0,2738.0,855.0,10327515.0
Refurbished,Apple MacBook Air,Apple,MacBook Air,Intel Core i5-1030NG7,Intel Iris Plus Graphics G7,8,256,SSD,13.3,0,5604.0,2300.0,14414400.0
Refurbished,Apple MacBook Air,Apple,MacBook Air,Intel Core i5-8210Y,Intel UHD Graphics 617,8,128,SSD,13.3,0,2738.0,855.0,12294975.0
Refurbished,Apple MacBook Air,Apple,MacBook Air,Intel Core i5-8210Y,Intel UHD Graphics 617,8,128,SSD,13.3,0,2738.0,855.0,10861125.0
Refurbished,Apple MacBook Air,Apple,MacBook Air,Intel Core i5-1030NG7,Intel Iris Plus Graphics G7,8,256,SSD,13.3,0,5604.0,2300.0,18118320.0
Refurbished,Apple MacBook Air,Apple,MacBook Air,Intel Core i5-1030NG7,Intel Iris Plus Graphics G7,8,256,SSD,13.3,0,5604.0,2300.0,12457500.0
Refurbished,Apple MacBook Air,Apple,MacBook Air,Intel Core i5-1030NG7,Intel Iris Plus Graphics G7,8,512,SSD,13.3,0,5604.0,2300.0,16830165.0
Refurbished,Apple MacBook Air i5,Apple,MacBook Air,Intel Core i5-5250U,Intel HD Graphics 6000,4,256,SSD,13.3,0,2447.0,873.0,5346000.0
Refurbished,Apple MacBook,Apple,Macbook,Intel Core M3,Intel HD Graphics,8,256,SSD,12.0,0,2178.0,602.0,10132320.0
Refurbished,Apple MacBook Pro 2021,Apple,MacBook Pro,Apple M1 Pro 10 Core 3200 MHz,Apple M1 Pro GPU,16,1000,SSD,14.2,0,21899.0,9850.0,41250165.0
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Apple M1 Pro 10 Core 3200 MHz,Apple M1 Pro GPU,16,1000,SSD,16.2,0,21899.0,9850.0,49153500.0
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Apple M1 Pro 10 Core 3200 MHz,Apple M1 Pro GPU,16,1000,SSD,16.2,0,21899.0,9850.0,48675000.0
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Apple M1 Pro 10 Core 3200 MHz,Apple M1 Pro GPU,16,512,SSD,14.2,0,21899.0,9850.0,41250165.0
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Apple M1 Pro 10 Core 3200 MHz,Apple M1 Pro GPU,32,1000,SSD,14.2,0,21899.0,9850.0,41250165.0
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Apple M1 8 Core 3200 MHz,Apple M1 GPU,16,1000,SSD,13.3,0,14145.0,4850.0,32983500.0
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Apple M1 8 Core 3200 MHz,Apple M1 GPU,8,256,SSD,13.3,0,14145.0,4850.0,16991040.0
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-8257U,Intel Iris Plus Graphics 645,8,128,SSD,13.3,0,7443.0,1749.0,14957250.0
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-8257U,Intel Iris Plus Graphics 645,8,128,SSD,13.3,0,7443.0,1749.0,14957250.0
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-8279U,Intel Iris Plus Graphics 655,8,256,SSD,13.3,0,7505.0,1719.0,12617055.0
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-8279U,Intel Iris Plus Graphics 655,8,256,SSD,13.3,0,7505.0,1719.0,15289725.0
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-8279U,Intel Iris Plus Graphics 655,8,256,SSD,13.3,0,7505.0,1719.0,12617055.0
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-8279U,Intel Iris Plus Graphics 655,8,512,SSD,13.3,0,7505.0,1719.0,13273590.0
